type,index,page,left,top,right,bottom,width,height,text_preview
text,529,40,18.225,421.827,593.999,398.483,575.774,-23.343999999999994,"As of September 28, 2024, 86% of the Company's non"
text,530,40,18.225,382.002,593.997,368.108,575.7719999999999,-13.894000000000005,The Company's investments in marketable debt secur
text,531,40,18.225,346.898,156.854,342.457,138.62900000000002,-4.441000000000031,Derivative Instruments and Hedging
text,532,40,18.225,331.377,594.0,297.908,575.775,-33.468999999999994,The Company may use derivative instruments to part
text,533,40,18.225,282.102,593.996,267.533,575.771,-14.56899999999996,The Company classifies cash flows related to deriv
text,534,40,18.225,246.32299999999998,121.326,241.88200000000006,103.101,-4.440999999999917,Foreign Exchange Rate Risk
text,535,40,18.225,230.80200000000002,593.995,207.45799999999997,575.77,-23.34400000000005,To protect gross margins from fluctuations in fore
text,536,40,254.243,172.10400000000004,357.973,168.15599999999995,103.73000000000002,-3.9480000000000928,Apple Inc. | 2024 Form 10-K | 37
text,537,41,18.225,718.152,594.0,684.683,575.775,-33.46900000000005,To protect the Company's foreign currency-denomina
text,538,41,18.225,668.202,593.997,644.858,575.7719999999999,-23.34400000000005,The Company may also use derivative instruments th
text,539,41,18.225,622.973,82.598,618.532,64.37299999999999,-4.440999999999917,Interest Rate Risk
text,540,41,18.225,608.127,594.0,593.558,575.775,-14.56899999999996,To protect the Company's term debt or marketable s
text,541,41,18.225,572.352,576.385,567.908,558.16,-4.44399999999996,The notional amounts of the Company's outstanding 
text,542,41,18.225,460.977,575.033,456.533,556.808,-4.44399999999996,The carrying amounts of the Company's hedged items
text,543,41,18.225,384.023,99.708,379.582,81.483,-4.441000000000031,Accounts Receivable
text,544,41,18.225,365.798,85.157,361.357,66.93199999999999,-4.440999999999974,Trade Receivables
text,545,41,18.225,350.952,593.993,336.383,575.768,-14.569000000000017,The Company's third-party cellular network carrier
text,546,41,18.225,315.173,130.783,310.732,112.55799999999999,-4.440999999999974,Vendor Non-Trade Receivables
text,547,41,18.225,300.327,594.0,247.28300000000002,575.775,-53.04399999999998,The Company has non-trade receivables from certain
text,548,41,254.243,211.92899999999997,357.973,207.981,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 38
text,549,42,18.225,712.748,169.748,708.307,151.523,-4.441000000000031,"Note 5 - Property, Plant and Equipment"
text,550,42,18.225,697.902,594.0,683.333,575.775,-14.569000000000074,The following table shows the Company's gross prop
text,551,42,18.225,579.102,527.22,574.658,508.995,-4.44399999999996,"Depreciation expense on property, plant and equipm"
text,552,42,18.225,552.773,210.869,548.332,192.644,-4.441000000000031,Note 6 - Consolidated Financial Statement Details
text,553,42,18.225,537.927,542.629,533.483,524.404,-4.444000000000074,The following tables show the Company's consolidat
text,554,42,18.225,511.598,118.288,507.157,100.06299999999999,-4.441000000000031,Other Non-Current Assets
text,555,42,18.225,430.598,110.94,426.157,92.715,-4.441000000000031,Other Current Liabilities
text,556,42,18.225,349.598,129.382,345.157,111.15700000000001,-4.441000000000031,Other Non-Current Liabilities
text,557,42,18.225,267.923,104.96,263.48199999999997,86.73499999999999,-4.441000000000031,Note 7 - Income Taxes
text,558,42,18.225,250.37300000000005,179.505,245.93200000000002,161.28,-4.441000000000031,European Commission State Aid Decision
text,559,42,18.225,235.52700000000004,593.999,201.38300000000004,575.774,-34.144000000000005,"On August  30,  2016,  the  Commission  announced "
text,560,42,18.225,185.577,594.0,142.65800000000002,575.775,-42.91899999999998,"From time to time, the Company requested approval "
text,561,42,254.243,107.30399999999997,357.973,103.356,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 39
text,562,43,18.225,718.827,594.0,665.783,575.775,-53.04399999999998,The Company and Ireland appealed the State Aid Dec
text,563,43,18.225,643.898,211.486,639.457,193.261,-4.441000000000031,Provision for Income Taxes and Effective Tax Rate
text,564,43,18.225,629.052,359.513,624.608,341.28799999999995,-4.444000000000074,"The provision for income taxes for 2024, 2023 and "
text,565,43,18.225,442.077,414.342,437.633,396.11699999999996,-4.444000000000017,"Foreign pretax earnings were $77.3 billion, $72.9 "
text,566,43,18.225,421.827,593.996,407.258,575.771,-14.569000000000017,A reconciliation of the provision for income taxes
text,567,43,254.243,252.42899999999997,357.973,248.481,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 40
text,568,44,18.225,713.423,151.922,708.982,133.697,-4.441000000000031,Deferred Tax Assets and Liabilities
text,569,44,18.225,446.802,593.999,422.783,575.774,-24.019000000000005,"As of September 28, 2024, the Company had $5.1 bil"
text,570,44,18.225,401.573,109.896,397.132,91.67099999999999,-4.440999999999974,Uncertain Tax Positions
text,571,44,18.225,386.727,593.999,362.708,575.774,-24.01899999999995,"As  of  September  28,  2024,  the  total  amount "
text,572,44,18.225,346.227,594.0,332.333,575.775,-13.893999999999949,The aggregate change in the balance of gross unrec
text,573,44,18.225,217.97699999999998,594.002,183.83299999999997,575.7769999999999,-34.144000000000005,The Company is subject to taxation and files incom
text,574,44,254.243,149.154,357.973,145.207,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 41
text,575,45,18.225,713.423,79.458,708.982,61.233,-4.441000000000031,Note 8 - Leases
text,576,45,18.225,697.902,594.0,684.008,575.775,-13.894000000000005,The Company has lease arrangements for certain  eq
text,577,45,18.225,668.202,593.996,634.058,575.771,-34.144000000000005,Payments under the Company's lease arrangements ma
text,578,45,18.225,618.252,593.991,604.358,575.766,-13.894000000000005,The Company made fixed cash payments related to op
text,579,45,18.225,587.877,593.999,573.983,575.774,-13.894000000000005,The following table shows ROU assets and lease lia
text,580,45,18.225,409.677,299.154,405.233,280.929,-4.444000000000017,"Lease liability maturities as of September 28, 202"
text,581,45,18.225,260.50199999999995,593.999,227.03300000000002,575.774,-33.46899999999994,The weighted-average remaining lease term related 
text,582,45,18.225,211.22699999999998,593.999,196.65800000000002,575.774,-14.56899999999996,"As of September 28, 2024, the Company had $849 mil"
text,583,45,254.243,156.57899999999995,357.973,152.63099999999997,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 42
text,584,46,18.225,713.423,69.985,708.982,51.76,-4.441000000000031,Note 9 - Debt
text,585,46,18.225,695.198,89.357,690.757,71.132,-4.441000000000031,Commercial Paper
text,586,46,18.225,680.352,594.0,636.758,575.775,-43.59399999999994,The Company issues unsecured short-term promissory
text,587,46,18.225,492.023,57.681,487.582,39.455999999999996,-4.441000000000031,Term Debt
text,588,46,18.225,476.502,593.995,462.608,575.77,-13.894000000000005,"The Company has outstanding Notes, which are senio"
text,589,46,18.225,313.152,593.999,289.133,575.774,-24.019000000000005,To manage interest rate risk on certain of its U.S
text,590,46,18.225,273.327,593.991,259.433,575.766,-13.894000000000005,The effective interest rates for the Notes include
text,591,46,18.225,242.952,411.114,238.50800000000004,392.88899999999995,-4.44399999999996,The future principal payments for the Company's No
text,592,46,254.243,113.37900000000002,357.973,109.43200000000002,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 43
text,593,47,18.225,718.827,593.995,704.258,575.77,-14.56899999999996,"As of  September  28,  2024  and  September  30,  "
text,594,47,18.225,683.048,137.063,678.607,118.838,-4.441000000000031,Note 10 - Shareholders' Equity
text,595,47,18.225,664.823,124.917,660.382,106.69200000000001,-4.441000000000031,Share Repurchase Program
text,596,47,18.225,649.977,594.0,625.958,575.775,-24.019000000000005,"During 2024, the Company repurchased 499 million s"
text,597,47,18.225,604.748,116.793,600.307,98.56800000000001,-4.441000000000031,Shares of Common Stock
text,598,47,18.225,589.902,402.307,585.458,384.082,-4.444000000000074,The following table shows the changes in shares of
text,599,47,18.225,497.423,164.068,492.982,145.84300000000002,-4.440999999999974,Note 11 - Share-Based Compensation
text,600,47,18.225,479.873,120.424,475.432,102.19900000000001,-4.440999999999974,2022 Employee Stock Plan
text,601,47,18.225,464.352,594.0,411.308,575.775,-53.04399999999998,The Apple Inc. 2022 Employee Stock Plan (the '2022
text,602,47,18.225,390.098,120.424,385.657,102.19900000000001,-4.441000000000031,2014 Employee Stock Plan
text,603,47,18.225,375.252,594.0,341.108,575.775,-34.144000000000005,"The Apple Inc. 2014 Employee Stock Plan, as amende"
text,604,47,254.243,306.429,357.973,302.482,103.73000000000002,-3.946999999999946,Apple Inc. | 2024 Form 10-K | 44
text,605,48,18.225,713.423,104.647,708.982,86.422,-4.441000000000031,Restricted Stock Units
text,606,48,18.225,697.902,396.271,693.458,378.046,-4.444000000000074,A summary of the Company's RSU activity and relate
text,607,48,18.225,498.102,593.994,445.058,575.769,-53.04399999999998,The fair value as of the respective vesting dates 
text,608,48,18.225,423.848,126.25,419.407,108.025,-4.441000000000031,Share-Based Compensation
text,609,48,18.225,408.327,594.0,394.433,575.775,-13.894000000000005,The following table shows share-based compensation
text,610,48,18.225,337.452,593.996,323.558,575.771,-13.894000000000005,"As of September 28, 2024, the total unrecognized c"
text,611,48,18.225,301.673,278.362,297.232,260.137,-4.440999999999974,"Note 12 - Commitments, Contingencies and Supply Co"
text,612,48,18.225,284.123,157.74,279.682,139.51500000000001,-4.440999999999974,Unconditional Purchase Obligations
text,613,48,18.225,268.602,594.0,235.13300000000004,575.775,-33.46899999999994,The  Company  has  entered  into  certain  off-bal
text,614,48,254.243,110.00400000000002,357.973,106.05700000000002,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 45
text,615,49,18.225,713.423,74.031,708.982,55.806000000000004,-4.441000000000031,Contingencies
text,616,49,18.225,697.902,593.999,673.883,575.774,-24.019000000000005,The Company is subject to various legal proceeding
text,617,49,18.225,652.673,308.824,648.232,290.599,-4.441000000000031,Concentrations in the Available Sources of Supply 
text,618,49,18.225,637.827,593.997,603.683,575.7719999999999,-34.144000000000005,Although most components essential to the Company'
text,619,49,18.225,587.877,594.0,544.958,575.775,-42.91899999999998,The Company uses some custom components that are n
text,620,49,18.225,528.477,593.999,514.583,575.774,-13.894000000000005,Substantially all of the Company's hardware produc
text,621,49,18.225,492.698,221.211,488.257,202.98600000000002,-4.440999999999974,Note 13 - Segment Information and Geographic Data
text,622,49,18.225,477.852,594.0,424.808,575.775,-53.04399999999998,The Company manages its business primarily on a ge
text,623,49,18.225,409.002,593.995,374.858,575.77,-34.144000000000005,The Company evaluates the performance of its repor
text,624,49,254.243,340.179,357.973,336.232,103.73000000000002,-3.946999999999946,Apple Inc. | 2024 Form 10-K | 46
text,625,50,18.225,718.827,372.125,714.383,353.9,-4.44399999999996,The following table shows information by reportabl
text,626,50,18.225,467.052,583.595,462.608,565.37,-4.444000000000017,A reconciliation of the Company's segment operatin
text,627,50,34.425,380.004,449.008,376.057,414.58299999999997,-3.9470000000000027,(1) Includes general and administrative compensati
text,628,50,18.225,361.077,593.999,346.508,575.774,-14.569000000000017,"The following tables  show net sales for  2024,  2"
text,629,50,34.425,174.80399999999997,176.11,170.85699999999997,141.685,-3.9470000000000027,(1) China includes Hong Kong and Taiwan.
text,630,50,254.243,136.32899999999995,357.973,132.38200000000006,103.73000000000002,-3.946999999999889,Apple Inc. | 2024 Form 10-K | 47
text,631,51,194.421,707.348,417.784,702.907,223.363,-4.440999999999917,Report of Independent Registered Public Accounting
text,632,51,18.225,687.102,234.354,682.658,216.12900000000002,-4.44399999999996,To the Shareholders and the Board of Directors of 
text,633,51,18.225,666.173,158.638,661.732,140.413,-4.441000000000031,Opinion on the Financial Statements
text,634,51,18.225,651.327,593.999,607.733,575.774,-43.59400000000005,We have audited the accompanying consolidated bala
text,635,51,18.225,591.927,594.0,567.908,575.775,-24.019000000000005,"We also have audited, in accordance with the stand"
text,636,51,18.225,552.098,85.73,547.657,67.505,-4.440999999999917,Basis for Opinion
text,637,51,18.225,536.577,594.0,513.233,575.775,-23.34400000000005,These  financial  statements  are  the  responsibi
text,638,51,18.225,496.752,593.996,443.708,575.771,-53.04399999999998,We conducted our audits in accordance with the sta
text,639,51,18.225,427.898,94.882,423.457,76.65700000000001,-4.441000000000031,Critical Audit Matter
text,640,51,18.225,413.052,594.0,369.458,575.775,-43.593999999999994,The critical audit matter communicated below is a 
text,641,51,178.653,357.023,270.324,352.582,91.67100000000002,-4.441000000000031,Uncertain Tax Positions
text,642,51,254.243,210.57899999999995,357.973,206.63200000000006,103.73000000000002,-3.946999999999889,Apple Inc. | 2024 Form 10-K | 48
text,643,52,19.121,726.252,103.618,713.708,84.497,-12.543999999999983,How We Addressed the Matter in Our Audit
text,644,52,18.225,573.027,97.03,568.583,78.805,-4.444000000000074,/s/ Ernst & Young LLP
text,645,52,18.225,552.102,214.239,547.658,196.014,-4.44399999999996,We have served as the Company's auditor since 2009
text,646,52,18.225,531.852,90.714,517.283,72.489,-14.56899999999996,"San Jose, California November 1, 2024"
text,647,52,178.653,714.777,593.103,690.758,414.44999999999993,-24.019000000000005,We  tested  controls  relating  to  the  evaluatio
text,648,52,178.653,674.952,593.102,592.883,414.44899999999996,-82.06899999999996,We evaluated the Company's assessment of which tax
text,649,52,254.243,482.604,357.973,478.657,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 49
text,650,53,194.421,702.623,417.784,698.183,223.363,-4.440000000000055,Report of Independent Registered Public Accounting
text,651,53,18.225,681.702,234.354,677.258,216.12900000000002,-4.44399999999996,To the Shareholders and the Board of Directors of 
text,652,53,18.225,661.448,222.082,657.008,203.857,-4.439999999999941,Opinion on Internal Control Over Financial Reporti
text,653,53,18.225,645.927,593.996,612.459,575.771,-33.468000000000075,We have audited Apple Inc.'s internal control over
text,654,53,18.225,596.652,593.993,563.184,575.768,-33.468000000000075,"We also  have  audited,  in  accordance  with  the"
text,655,53,18.225,546.698,85.73,542.258,67.505,-4.439999999999941,Basis for Opinion
text,656,53,18.225,531.852,593.997,488.259,575.7719999999999,-43.59299999999996,The Company's management is responsible for mainta
text,657,53,18.225,472.452,593.996,458.559,575.771,-13.892999999999972,We conducted our audit in accordance with the stan
text,658,53,18.225,442.077,593.997,418.059,575.7719999999999,-24.017999999999972,Our  audit  included  obtaining  an  understanding
text,659,53,18.225,402.248,288.685,397.808,270.46,-4.439999999999998,Definition and Limitations of Internal Control Ove
text,660,53,18.225,387.402,593.997,324.234,575.7719999999999,-63.168000000000006,A company's internal control over financial report
text,661,53,18.225,308.427,594.0,284.409,575.775,-24.01800000000003,"Because of  its  inherent  limitations,  internal "
text,662,53,18.225,257.802,97.03,253.35900000000004,78.805,-4.442999999999984,/s/ Ernst & Young LLP
text,663,53,18.225,236.87699999999995,90.714,222.98400000000004,72.489,-13.892999999999915,"San Jose, California November 1, 2024"
text,664,53,254.243,187.63,357.973,183.68200000000002,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 50
text,665,54,18.225,728.948,399.293,724.507,381.068,-4.441000000000031,Item 9.    Changes in and Disagreements with Accou
text,666,54,18.225,711.402,39.839,706.958,21.613999999999997,-4.444000000000074,None.
text,667,54,18.225,685.073,155.506,680.632,137.281,-4.441000000000031,Item 9A.    Controls and Procedures
text,668,54,18.225,667.523,211.767,663.082,193.542,-4.441000000000031,Evaluation of Disclosure Controls and Procedures
text,669,54,18.225,652.677,593.997,599.633,575.7719999999999,-53.04399999999998,Based on an evaluation under the supervision and w
text,670,54,18.225,577.748,182.044,573.308,163.81900000000002,-4.440000000000055,Inherent Limitations over Internal Controls
text,671,54,18.225,562.902,594.0,538.883,575.775,-24.019000000000005,The  Company's  internal  control  over  financial
text,672,54,50.625,525.777,593.995,511.208,543.37,-14.569000000000017,"(i) pertain to the maintenance of records that, in"
text,673,54,50.625,500.802,593.996,476.783,543.371,-24.019000000000005,(ii) provide  reasonable  assurance  that  transac
text,674,54,50.625,466.377,593.999,451.808,543.374,-14.569000000000017,(iii) provide reasonable assurance regarding preve
text,675,54,18.225,436.002,593.999,373.508,575.774,-62.49400000000003,"Management, including the Company's Chief Executiv"
text,676,54,18.225,351.623,303.849,347.183,285.62399999999997,-4.439999999999998,Management's Annual Report on Internal Control ove
text,677,54,18.225,336.777,593.999,274.283,575.774,-62.49399999999997,The Company's management is responsible for establ
text,678,54,18.225,252.39800000000002,221.646,247.95799999999997,203.421,-4.440000000000055,Changes in Internal Control over Financial Reporti
text,679,54,18.225,237.55200000000002,594.0,213.53300000000002,575.775,-24.019000000000005,There were no changes in the Company's internal co
text,680,54,254.243,178.17899999999997,357.973,174.23199999999997,103.73000000000002,-3.9470000000000027,Apple Inc. | 2024 Form 10-K | 51
text,681,55,18.225,712.749,127.136,708.308,108.911,-4.441000000000031,Item 9B.    Other Information
text,682,55,18.225,695.199,133.152,690.758,114.92699999999999,-4.440999999999917,Insider Trading Arrangements
text,683,55,18.225,680.352,593.997,646.209,575.7719999999999,-34.14300000000003,"On August 27,  2024,  Deirdre  O'Brien,  the  Comp"
text,684,55,18.225,630.402,594.0,586.809,575.775,-43.593000000000075,"On August 29, 2024, Jeff Williams, the Company's C"
text,685,55,18.225,565.599,323.391,561.158,305.166,-4.441000000000031,Item 9C.    Disclosure Regarding Foreign Jurisdict
text,686,55,18.225,548.052,71.808,543.609,53.583000000000006,-4.442999999999984,Not applicable.
text,687,55,18.225,521.724,48.675,517.283,30.449999999999996,-4.441000000000031,PART III
text,688,55,18.225,501.474,274.819,497.033,256.594,-4.440999999999974,"Item 10.    Directors, Executive Officers and Corp"
text,689,55,18.225,483.252,594.0,449.784,575.775,-33.46800000000002,The  Company  has  an  insider  trading  policy  g
text,690,55,18.225,433.978,594.0,409.959,575.775,-24.019000000000005,The remaining information required by this Item wi
text,691,55,18.225,388.749,153.271,384.308,135.046,-4.441000000000031,Item 11.    Executive Compensation
text,692,55,18.225,370.528,459.465,366.084,441.23999999999995,-4.444000000000017,The information required by this Item will be incl
text,693,55,18.225,344.874,442.684,340.433,424.459,-4.441000000000031,Item 12.    Security Ownership of Certain Benefici
text,694,55,18.225,327.328,459.465,322.884,441.23999999999995,-4.44399999999996,The information required by this Item will be incl
text,695,55,18.225,300.999,349.961,296.558,331.736,-4.441000000000031,Item 13.    Certain Relationships and Related Tran
text,696,55,18.225,283.453,459.465,279.009,441.23999999999995,-4.44399999999996,The information required by this Item will be incl
text,697,55,18.225,257.124,211.047,252.683,192.822,-4.441000000000031,Item 14.    Principal Accountant Fees and Services
text,698,55,18.225,239.57799999999997,459.465,235.13400000000001,441.23999999999995,-4.44399999999996,The information required by this Item will be incl
text,699,55,254.243,199.77999999999997,357.973,195.832,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 52
text,700,56,18.225,712.748,49.577,708.308,31.351999999999997,-4.440000000000055,PART IV
text,701,56,18.225,692.498,222.58,688.058,204.35500000000002,-4.440000000000055,Item 15.    Exhibit and Financial Statement Schedu
text,702,56,18.225,674.948,178.466,670.508,160.241,-4.439999999999941,(a) Documents filed as part of this report
text,703,56,18.225,656.723,124.922,652.283,106.697,-4.439999999999941,(1) All financial statements
text,704,56,34.425,546.73,193.978,542.782,159.553,-3.947999999999979,"* Ernst & Young LLP, PCAOB Firm ID No. 00042."
text,705,56,18.225,524.423,153.731,519.983,135.506,-4.440000000000055,(2) Financial Statement Schedules
text,706,56,18.225,509.577,593.991,495.684,575.766,-13.892999999999972,All financial statement schedules have been omitte
text,707,56,18.225,477.169,225.873,472.058,207.648,-5.11099999999999,(3) Exhibits required by Item 601 of Regulation S-
text,708,56,254.243,163.33000000000004,357.973,159.38200000000006,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 53
text,709,57,254.243,205.85300000000007,357.973,201.90499999999997,103.73000000000002,-3.9480000000000928,Apple Inc. | 2024 Form 10-K | 54
text,710,58,254.243,158.60300000000007,357.973,154.65499999999997,103.73000000000002,-3.9480000000000928,Apple Inc. | 2024 Form 10-K | 55
text,711,59,34.425,641.903,275.403,637.955,240.978,-3.947999999999979,* Indicates management contract or compensatory pl
text,712,59,34.425,627.728,97.417,623.78,62.992000000000004,-3.947999999999979,** Filed herewith.
text,713,59,34.425,613.553,113.817,609.605,79.392,-3.947999999999979,*** Furnished herewith.
text,714,59,34.425,599.378,561.599,587.33,527.1740000000001,-12.048000000000002,(1) Certain instruments defining the rights of hol
text,715,59,18.225,571.672,136.616,567.231,118.39100000000002,-4.441000000000031,Item 16.    Form 10-K Summary
text,716,59,18.225,557.501,39.839,553.057,21.613999999999997,-4.44399999999996,None.
text,717,59,254.243,517.703,357.973,513.755,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 56
text,718,60,279.851,728.947,332.354,724.506,52.502999999999986,-4.441000000000031,SIGNATURES
text,719,60,18.225,708.701,593.997,694.132,575.7719999999999,-14.569000000000074,Pursuant to the requirements of Section 13 or 15(d
text,720,60,19.121,681.701,107.371,677.257,88.25,-4.444000000000074,"Date: November 1, 2024"
text,721,60,350.726,681.701,386.749,677.257,36.023000000000025,-4.444000000000074,Apple Inc.
text,722,60,350.726,659.426,362.429,654.982,11.702999999999975,-4.444000000000074,By:
text,723,60,389.264,660.101,446.435,655.657,57.17099999999999,-4.44399999999996,/s/ Luca Maestri
text,724,60,389.264,647.951,469.259,624.607,79.995,-23.34400000000005,"Luca Maestri Senior Vice President, Chief Financia"
text,725,60,271.382,598.672,340.837,594.231,69.45499999999998,-4.441000000000031,Power of Attorney
text,726,60,18.225,577.751,594.0,544.282,575.775,-33.46899999999994,"KNOW ALL PERSONS BY THESE PRESENTS, that each pers"
text,727,60,18.225,528.476,593.991,513.907,575.766,-14.56899999999996,Pursuant to the requirements of the Securities Exc
text,728,60,254.243,119.45299999999997,357.973,115.505,103.73000000000002,-3.947999999999979,Apple Inc. | 2024 Form 10-K | 57
text,729,61,553.479,761.347,593.991,756.906,40.511999999999944,-4.441000000000031,Exhibit 4.1
text,730,61,205.748,707.347,406.465,702.906,200.71699999999998,-4.441000000000031,DESCRIPTION OF THE REGISTRANT'S SECURITIES
text,731,61,208.744,697.222,403.468,683.331,194.72400000000002,-13.890999999999963,REGISTERED PURSUANT TO SECTION 12 OF THE SECURITIE
text,732,61,18.225,664.151,592.273,601.657,574.048,-62.493999999999915,"As of September 28, 2024, Apple Inc. ('Apple' or t"
text,733,61,236.429,580.447,375.782,576.006,139.35299999999998,-4.441000000000031,DESCRIPTION OF COMMON STOCK
text,734,61,18.225,567.626,588.848,543.607,570.6229999999999,-24.019000000000005,The following is a description of the rights of Co
text,735,61,18.225,525.097,114.084,520.656,95.85900000000001,-4.441000000000031,Authorized Capital Stock
text,736,61,50.625,510.251,388.606,505.807,337.981,-4.44399999999996,The Company's authorized capital stock consists of
text,737,61,18.225,486.622,77.63,482.181,59.404999999999994,-4.441000000000031,Common Stock
text,738,61,27.232,471.768,143.373,467.33,116.14099999999999,-4.437999999999988,Fully Paid and Nonassessable
text,739,61,27.232,456.926,374.682,452.482,347.45000000000005,-4.44399999999996,All of the outstanding shares of the Company's Com
text,740,61,50.625,433.293,102.966,428.855,52.340999999999994,-4.437999999999988,Voting Rights
text,741,61,18.225,418.451,592.257,403.882,574.0319999999999,-14.569000000000017,The holders of shares of Common Stock are entitled
text,742,61,18.225,388.076,592.55,374.182,574.3249999999999,-13.894000000000005,"Except as described below or as required by law, a"
text,743,61,18.225,357.701,585.086,343.807,566.861,-13.894000000000005,In an election of directors where the number of no
text,744,61,18.225,327.326,593.748,313.432,575.523,-13.894000000000005,The Company's entire Board of Directors or any ind
text,745,61,18.225,297.626,589.88,273.60699999999997,571.655,-24.019000000000005,Vacancies created by the removal of a director mus
text,746,61,18.225,257.126,592.787,214.207,574.562,-42.91899999999998,An amendment of the Bylaws or the Articles may be 
text,747,62,50.625,702.626,567.486,698.182,516.861,-4.44399999999996,Any shareholders' meeting may be adjourned from ti
text,748,62,50.625,679.668,89.333,675.23,38.708,-4.437999999999988,Dividends
text,749,62,18.225,664.151,591.937,650.257,573.712,-13.894000000000005,The holders of shares of Common Stock are entitled
text,750,62,50.625,631.743,212.178,627.305,161.553,-4.438000000000102,Right to Receive Liquidation Distributions
text,751,62,18.225,616.226,578.758,602.332,560.533,-13.894000000000005,"Upon liquidation, dissolution or winding-up, the h"
text,752,62,50.625,583.143,174.407,578.705,123.78200000000001,-4.437999999999988,No Preemptive or Similar Rights
text,753,62,18.225,568.301,591.343,554.407,573.1179999999999,-13.894000000000005,Common Stock has no preemptive or other subscripti
text,754,62,18.225,535.222,277.939,530.781,259.714,-4.441000000000031,"Anti-Takeover Provisions of the Articles, Bylaws a"
text,755,62,18.225,520.376,591.826,496.357,573.601,-24.01899999999995,Provisions of the Articles and Bylaws may delay or
text,756,62,50.625,480.551,590.75,456.532,540.125,-24.019000000000005,"provide that, except for a vacancy caused by the r"
text,757,62,50.625,440.726,582.377,416.707,531.752,-24.019000000000005,provide that shareholders seeking to present propo
text,758,62,50.625,400.226,580.835,366.757,530.21,-33.468999999999994,"provide that a shareholder, or group of up to 20 s"
text,759,62,50.625,350.951,332.468,346.507,281.843,-4.444000000000017,do not provide for cumulative voting rights for th
text,760,62,50.625,330.026,585.482,306.682,534.857,-23.343999999999994,provide that special meetings of the shareholders 
text,761,62,18.225,290.201,582.389,276.307,564.164,-13.894000000000005,"In addition, as a California corporation, the Comp"
text,762,62,18.225,257.12200000000007,44.771,252.68100000000004,26.546,-4.441000000000031,Listing
text,763,62,50.625,242.27600000000007,440.204,237.832,389.579,-4.444000000000074,The Company's Common Stock is listed on The Nasdaq
text,764,62,303.855,203.80099999999993,308.36,199.35699999999997,4.5049999999999955,-4.44399999999996,2
text,765,63,234.098,686.422,378.111,681.981,144.01299999999998,-4.441000000000031,DESCRIPTION OF DEBT SECURITIES
text,766,63,18.225,671.576,591.237,627.982,573.012,-43.59400000000005,The following description of the Notes is a summar
text,767,63,18.225,609.472,57.38,605.031,39.155,-4.441000000000031,The Notes
text,768,63,18.225,594.626,590.962,531.457,572.737,-63.16899999999998,Each of the Notes were issued under the applicable
text,769,63,50.625,512.943,139.772,508.505,89.14699999999999,-4.437999999999988,The 0.000% 2025 Notes
text,770,63,18.225,498.101,591.138,474.082,572.913,-24.019000000000005,"We issued €1,000,000,000 aggregate principal amoun"
text,771,63,50.625,454.893,139.772,450.455,89.14699999999999,-4.437999999999988,The 0.875% 2025 Notes
text,772,63,18.225,440.051,586.945,416.032,568.72,-24.019000000000005,"We issued €1,250,000,000 aggregate principal amoun"
text,773,63,50.625,397.518,110.05,393.08,59.425,-4.437999999999988,The 2026 Notes
text,774,63,18.225,382.001,592.918,358.657,574.693,-23.343999999999994,"We issued €1,400,000,000 aggregate principal amoun"
text,775,63,50.625,339.468,110.05,335.03,59.425,-4.438000000000045,The 2027 Notes
text,776,63,18.225,324.626,583.924,300.607,565.699,-24.01899999999995,"We issued €1,000,000,000 aggregate principal amoun"
text,777,63,50.625,282.093,139.772,277.655,89.14699999999999,-4.438000000000045,The 1.375% 2029 Notes
text,778,63,18.225,266.576,586.945,242.55700000000002,568.72,-24.019000000000005,"We issued €1,250,000,000 aggregate principal amoun"
text,779,63,303.855,197.726,308.36,193.28200000000004,4.5049999999999955,-4.44399999999996,3
text,780,64,50.625,700.593,139.772,696.155,89.14699999999999,-4.437999999999988,The 3.050% 2029 Notes
text,781,64,18.225,685.076,588.318,661.732,570.093,-23.34400000000005,"We issued £750,000,000 aggregate principal amount "
text,782,64,50.625,642.543,110.05,638.105,59.425,-4.437999999999988,The 2031 Notes
text,783,64,18.225,627.701,592.918,603.682,574.693,-24.019000000000005,"We issued €1,000,000,000 aggregate principal amoun"
text,784,64,50.625,585.168,110.05,580.73,59.425,-4.437999999999988,The 2042 Notes
text,785,64,18.225,569.651,587.843,545.632,569.6179999999999,-24.019000000000005,"We issued £500,000,000 aggregate principal amount "
text,786,64,18.225,527.122,50.178,522.681,31.952999999999996,-4.440999999999917,Ranking
